0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,prediction
61,100,32,70,0,41,18,28,77,29,100,49,95,34,92,0,4
44,100,32,71,0,44,29,37,88,49,100,57,75,29,58,0,4
37,100,0,80,16,52,100,55,82,82,52,80,53,39,58,0,4
43,100,27,92,0,62,53,53,100,73,80,60,50,30,19,0,4
30,100,10,85,0,66,0,48,27,34,65,28,96,18,100,0,4
72,100,6,80,0,50,100,54,95,72,67,87,61,41,77,0,4
38,100,0,76,0,47,77,47,100,71,79,64,64,32,56,0,4
48,100,22,79,5,58,0,37,80,39,100,42,72,21,82,0,4
65,100,36,87,0,59,87,63,100,82,75,83,51,41,29,0,4
19,100,35,97,20,59,0,40,65,38,94,56,95,34,100,0,4
69,100,25,86,0,55,100,58,84,86,52,89,51,39,45,0,4
82,93,59,100,20,70,0,43,67,35,92,65,86,29,100,0,4
50,100,44,93,10,69,0,45,75,49,100,46,60,23,33,0,4
56,100,42,78,0,52,29,33,100,37,90,59,70,30,59,0,4
39,100,6,71,0,36,61,26,100,47,98,69,80,35,75,0,4
21,100,21,83,0,55,29,41,85,45,100,55,86,28,86,0,4
43,100,30,82,5,53,0,27,52,39,100,57,83,29,72,0,4
39,100,0,74,19,51,81,52,100,70,70,63,52,32,44,0,4
30,100,28,83,0,52,17,36,98,35,100,65,80,33,66,0,4
41,100,0,82,18,50,81,39,100,58,68,65,37,33,13,0,4
9,100,0,81,0,58,14,35,62,33,79,44,81,21,100,0,4
83,100,47,77,9,51,0,43,59,44,100,58,84,32,87,0,4
68,100,42,75,0,52,44,50,100,66,86,46,51,20,41,0,4
52,100,49,99,0,63,99,53,100,81,81,84,77,42,86,0,4
74,100,47,84,0,66,23,53,84,42,100,44,60,23,33,0,4
32,100,0,72,1,39,50,32,100,35,87,59,77,32,58,0,4
77,100,32,78,0,55,7,34,86,42,100,46,57,24,39,0,4
59,100,9,64,0,23,61,17,100,28,73,82,57,60,50,0,4
56,100,29,74,0,40,51,38,100,44,77,73,58,36,35,0,4
56,97,42,100,0,74,52,60,100,81,74,60,50,30,33,0,4
86,100,49,91,0,54,63,52,100,64,90,98,76,45,69,0,4
17,100,0,74,6,36,77,37,100,63,73,95,71,47,75,0,4
36,100,3,72,0,45,62,50,100,61,95,63,97,30,97,0,4
60,100,46,70,9,40,0,38,57,31,100,53,91,36,75,0,4
12,100,6,77,0,50,37,37,94,44,87,53,92,26,100,0,4
16,100,0,72,17,48,61,46,100,48,93,58,81,29,71,0,4
39,100,0,82,22,55,100,63,62,99,62,81,59,40,60,0,4
28,100,0,73,16,49,75,47,100,63,94,59,93,29,83,0,4
63,100,35,79,0,55,42,39,87,48,85,51,83,20,100,0,4
7,100,2,76,0,46,52,30,100,40,100,58,94,29,93,0,4
19,100,0,63,3,30,63,47,100,77,91,75,77,38,68,0,4
25,100,0,76,11,45,79,46,100,73,86,70,79,35,70,0,4
0,100,13,84,13,52,18,22,60,23,93,39,88,30,100,0,4
60,100,36,67,0,39,46,48,99,58,100,62,77,29,52,0,4
30,100,11,73,0,44,75,44,100,63,97,61,84,30,79,0,4
62,100,30,75,0,49,52,44,100,49,87,58,66,29,50,0,4
49,100,5,87,15,59,92,53,100,84,69,57,35,28,0,0,4
0,100,17,100,10,74,4,48,42,29,100,44,81,25,98,0,4
42,100,13,73,0,42,52,35,100,48,92,56,92,25,97,0,4
38,100,18,88,0,61,15,37,52,35,90,38,100,26,91,0,4
36,100,31,82,0,50,20,26,85,39,100,63,69,32,43,0,4
0,100,5,86,2,66,3,45,38,34,68,39,81,19,100,0,4
0,100,7,77,10,45,66,34,100,57,96,63,79,31,75,0,4
45,100,4,75,0,47,80,39,100,64,82,57,66,28,68,0,4
100,100,73,76,37,49,0,25,51,28,90,40,85,28,88,0,4
53,100,0,77,10,45,100,43,87,66,47,77,35,39,31,0,4
70,100,37,75,0,49,40,39,100,46,87,57,57,29,31,0,4
45,100,2,72,0,49,81,55,100,79,88,66,59,33,33,0,4
69,100,31,73,39,55,89,62,100,84,63,57,31,28,0,0,4
36,100,29,81,0,56,12,32,67,32,95,54,94,26,100,0,4
70,100,51,76,18,49,0,36,53,41,100,44,90,34,84,0,4
26,100,0,75,2,47,61,41,100,63,93,56,84,27,75,0,4
58,100,49,99,23,74,0,51,55,46,100,46,82,26,62,0,4
21,100,15,75,0,45,58,42,92,50,88,61,89,30,100,0,4
25,100,0,68,4,39,75,47,100,53,51,80,49,40,47,0,4
56,100,20,79,0,45,29,18,74,27,100,61,76,35,60,0,4
100,100,73,78,38,59,0,41,33,36,67,43,40,22,27,0,4
46,100,30,79,0,51,43,38,86,47,100,64,81,32,71,0,4
46,100,26,94,0,59,19,43,80,45,100,69,98,36,98,0,4
25,100,16,73,0,44,57,40,100,54,88,58,65,29,51,0,4
10,100,6,82,0,62,4,42,59,34,88,39,80,19,100,0,4
8,100,0,78,8,42,58,43,97,69,100,73,92,37,87,0,4
42,100,22,74,0,48,43,34,97,39,100,53,78,27,64,0,4
29,100,18,72,0,44,54,34,100,41,59,57,46,29,38,0,4
73,100,38,88,11,74,0,55,23,40,62,31,95,18,100,0,4
0,100,21,73,50,52,84,67,100,100,89,69,88,35,86,0,4
61,100,49,80,20,56,0,32,54,23,100,40,74,26,71,0,4
35,100,38,79,6,48,67,39,100,63,76,57,34,30,0,0,4
65,100,46,91,2,58,0,31,66,31,100,60,49,39,20,0,4
30,100,21,71,0,44,68,41,100,54,100,55,98,26,98,0,4
100,100,64,79,27,59,0,38,71,45,98,41,60,21,44,0,4
59,100,11,75,0,43,100,49,66,80,70,83,73,32,74,0,4
35,100,16,68,0,41,92,36,100,74,96,76,83,38,71,0,4
2,100,11,94,0,57,51,41,94,64,100,72,77,36,60,0,4
57,100,30,71,0,42,37,41,88,60,100,65,90,32,92,0,4
36,100,0,76,21,49,73,39,100,60,70,64,72,31,85,0,4
26,100,15,94,0,62,19,37,67,49,100,59,83,30,81,0,4
21,100,8,82,0,63,11,46,39,36,73,30,100,18,100,0,4
46,100,24,84,0,56,13,34,67,29,93,53,91,31,100,0,4
25,100,11,78,0,51,3,26,89,27,100,44,57,26,36,0,4
49,100,5,84,0,48,100,45,80,79,43,89,38,45,37,0,4
14,100,0,75,7,47,72,48,100,62,83,58,82,29,84,0,4
44,100,19,82,0,59,47,48,100,59,80,46,54,24,41,0,4
50,89,52,100,0,67,23,45,96,48,100,76,60,39,38,0,4
36,100,3,88,0,64,54,55,100,67,73,45,46,23,29,0,4
38,100,16,86,0,51,55,45,92,70,100,72,95,36,95,0,4
50,100,27,82,0,58,38,42,100,55,86,48,55,24,34,0,4
47,100,9,76,0,45,59,48,100,73,67,58,36,30,15,0,4
60,100,40,81,0,54,2,43,60,34,100,57,82,36,71,0,4
25,100,7,82,0,46,56,28,100,55,99,73,75,37,66,0,4
55,95,0,73,5,37,90,36,100,75,84,100,76,50,65,0,4
20,92,22,100,0,63,41,40,100,41,95,74,69,39,57,0,4
25,100,0,84,16,63,77,67,100,66,76,45,53,22,34,0,4
35,100,22,64,0,38,100,42,94,61,68,78,63,39,45,0,4
38,100,14,71,0,42,54,51,100,58,64,70,49,35,45,0,4
19,100,14,79,5,59,0,38,27,20,100,34,81,21,70,0,4
71,100,35,82,0,62,45,51,100,49,82,43,52,21,25,0,4
49,100,31,65,0,29,50,31,100,33,87,71,65,35,43,0,4
54,100,18,75,0,55,60,51,100,71,74,56,46,29,28,0,4
20,100,34,93,0,53,4,38,88,50,100,72,99,30,96,0,4
0,100,10,86,14,67,32,50,71,51,82,37,89,18,100,0,4
16,100,0,68,5,36,57,25,100,35,78,61,47,33,34,0,4
33,100,16,84,0,62,24,41,100,48,98,46,91,23,96,0,4
88,100,65,83,33,54,0,30,65,27,100,48,98,31,94,0,4
59,100,0,78,33,53,100,56,67,89,46,73,37,36,29,0,4
100,100,39,84,0,63,37,46,90,62,68,45,46,23,41,0,4
23,100,3,93,0,61,59,43,100,57,76,61,41,32,20,0,4
25,100,16,68,0,34,48,35,90,49,89,58,92,23,100,0,4
33,100,11,75,0,43,44,24,91,30,100,62,76,33,64,0,4
37,100,0,84,6,56,100,58,94,82,58,97,41,48,47,0,4
38,100,0,74,20,48,99,45,100,65,75,63,58,31,43,0,4
11,100,0,78,0,56,39,40,100,50,91,43,75,22,80,0,4
16,100,0,65,43,57,100,70,99,87,97,76,84,38,73,0,4
29,100,21,76,0,47,6,32,79,35,100,58,99,28,93,0,4
56,100,38,69,0,41,44,38,100,40,95,68,80,34,74,0,4
48,100,25,78,0,48,25,30,72,29,94,55,90,32,100,0,4
39,100,17,84,0,63,8,42,42,33,79,30,100,18,78,0,4
19,100,35,93,0,63,12,36,89,37,100,66,94,33,89,0,4
12,100,10,90,0,56,58,43,100,65,97,70,91,35,90,0,4
87,100,54,64,0,31,9,25,96,33,100,65,70,38,41,0,4
42,100,22,76,0,52,26,34,82,41,100,47,74,24,57,0,4
46,100,19,78,0,43,85,40,100,58,68,75,58,38,60,0,4
35,100,1,77,0,57,86,62,100,77,48,81,22,41,6,0,4
46,97,40,100,0,71,63,61,100,75,64,98,46,49,34,0,4
89,100,64,76,25,50,0,30,66,26,95,52,100,31,95,0,4
66,100,32,71,0,43,59,45,100,70,100,65,76,32,50,0,4
26,100,0,88,0,66,7,45,48,27,95,41,86,21,100,0,4
6,100,0,68,37,50,90,51,100,89,79,84,58,43,48,0,4
19,100,1,79,0,57,39,46,87,51,87,41,81,19,100,0,4
56,100,19,71,0,38,45,16,84,39,100,66,69,34,52,0,4
46,100,10,83,34,64,100,77,71,82,49,54,22,27,0,0,4
