At1,At2,prediction
-0.0339,-1.66,0
0.935,0.556,0
1.01,0.829,0
-2.77,0.0962,0
1.26,0.0903,0
-0.638,-1.01,0
0.552,0.961,0
-0.239,-0.848,0
0.275,-0.202,0
-1.83,0.601,0
-0.507,1.24,0
0.908,-0.506,0
1.16,0.703,0
-0.751,-1.37,0
-0.628,0.601,0
-0.5,-0.0595,0
-0.889,-0.884,0
-0.341,0.169,0
0.0554,-0.139,0
-0.455,-1.3,0
-0.116,0.0815,0
-0.71,-0.874,0
1.35,-0.25,0
1.51,1.59,0
1.67,-0.978,0
-0.116,-1.36,0
-1.95,-0.16,0
1.75,-1.03,0
2.36,1.5,0
1.24,0.828,0
-0.526,1.19,0
-0.0866,-1.37,0
-1.46,-0.891,0
0.637,0.00536,0
0.384,-0.314,0
0.431,0.266,0
1.35,0.644,0
-0.744,0.196,0
-0.45,-1.59,0
1.31,1.07,0
-0.696,-1.2,0
0.553,-0.817,0
-0.532,-0.179,0
-0.861,-0.862,0
-1.25,-0.897,0
-0.631,-0.914,0
0.524,-0.648,0
0.791,1.69,0
-0.501,1.1,0
0.768,-0.917,0
1.29,1.07,0
1.24,0.00235,0
0.811,2,0
1.18,1.25,0
0.32,-0.465,0
-1.27,-0.704,0
-0.869,1.38,0
-0.468,0.245,0
1.44,-1.52,0
-1.62,-1.16,0
1.89,1.1,0
0.284,2.31,0
0.0066,-0.994,0
-1.81,-0.643,0
-1.19,-1.03,0
-0.747,0.468,0
1.19,-0.966,0
0.748,1.81,0
0.225,1.34,0
0.899,0.538,0
0.904,0.195,0
-1.25,0.479,0
0.74,1.35,0
-0.798,-1.21,0
0.371,-0.589,0
1.11,0.0482,0
-0.27,-1.28,0
-0.369,-0.984,0
-0.752,-0.319,0
-0.538,-1.15,0
-0.509,0.912,0
2.51,1.3,0
0.137,1.69,0
-0.129,1.57,0
-1.55,-0.663,0
0.818,0.845,0
-0.717,-1.03,0
0.0188,0.0512,0
-0.71,0.465,0
-1.43,-1.18,0
-1.39,-0.282,0
0.753,1.84,0
0.598,0.484,0
0.0256,0.228,0
1.02,0.508,0
-1.32,1.12,0
-1.7,0.422,0
-0.037,-1.35,0
-1.01,-0.211,0
-1.25,-1.1,0
1.5,0.637,0
-1.02,0.899,0
-0.827,-0.757,0
1.54,-0.26,0
-0.0979,-1.01,0
-1.01,-1.29,0
-0.707,-0.378,0
-0.878,-1.16,0
-1.34,0.717,0
2.21,1.21,0
0.25,0.466,0
2.34,1.13,0
0.614,-0.157,0
2.03,-0.427,0
-0.568,-1.36,0
-1.64,-1.27,0
0.779,-0.815,0
-0.707,-0.568,0
-0.712,-1.1,0
1.62,0.0564,0
-1.01,0.412,0
1.61,1.4,0
-1.26,-0.503,0
-0.845,-0.377,0
1.31,-0.566,0
-0.218,2.09,0
-0.68,-1.07,0
1.15,-1.56,0
0.55,0.857,0
-0.43,-1.4,0
0.403,-0.997,0
-0.0017,0.282,0
-0.617,-0.458,0
0.143,-1.56,0
-0.221,0.12,0
0.58,1.17,0
0.876,-0.969,0
-0.0237,0.303,0
0.0052,0.24,0
0.904,0.97,0
-0.806,0.575,0
0.423,-0.334,0
1.08,1.36,0
-0.639,1.25,0
-0.0782,-1.1,0
0.595,0.429,0
0.908,1.48,0
0.355,0.562,0
0.149,-0.295,0
-1.94,-0.273,0
0.222,0.214,0
-1.44,-0.43,0
0.265,-0.375,0
-0.295,0.565,0
-1.55,-1.02,0
-0.93,-0.895,0
-1.18,0.422,0
-0.203,-1.08,0
1.26,-0.328,0
1.48,-1.05,0
-0.499,-0.766,0
0.12,-1.12,0
-0.338,-0.91,0
0.909,0.522,0
0.395,0.0856,0
-0.7,-1.25,0
0.0828,-0.879,0
-0.832,-1.33,0
-2.01,-1.85,0
-1.55,0.695,0
-0.755,-1.09,0
-0.83,0.993,0
0.314,1.54,0
-1.44,-0.225,0
0.287,1.45,0
-0.278,-0.815,0
1.46,-0.509,0
0.496,1.52,0
1.81,-0.218,0
0.824,0.45,0
-2.56,-0.0784,0
-0.836,-0.507,0
0.066,-1.23,0
-0.742,0.36,0
1.31,0.328,0
1.35,1.21,0
0.34,-1.03,0
-1.07,-0.616,0
-0.634,1.65,0
1.95,-1.02,0
-0.0397,-1.09,0
1.04,-1.13,0
-1.15,0.729,0
-0.528,0.953,0
0.854,1.15,0
-1.04,1.04,0
-0.921,-1.19,0
-1.78,-1.58,0
-0.0184,-1.13,0
-1.55,0.386,0
-0.539,-1.21,0
-0.455,0.494,0
1.44,1.38,0
-1.2,0.659,0
0.731,1.31,0
-1.39,-1.09,0
-0.413,0.0554,0
0.271,0.38,0
-0.882,1.29,0
1.29,-1.04,0
0.299,1.49,0
-0.754,1.1,0
-0.0601,2.04,0
1.42,-0.697,0
1.12,0.173,0
-0.783,-1.33,0
-1.55,-1.6,0
-1.34,0.146,0
-1.1,-1.17,0
0.101,-1.39,0
-0.484,-1.2,0
-0.984,1.03,0
-0.269,0.961,0
-0.547,1.71,0
0.494,-1.01,0
-0.123,1.86,0
-0.0853,-1.12,0
1.41,0.607,0
1.27,-0.159,0
-0.0373,-1.32,0
0.433,1.65,0
-1.03,-0.858,0
0.69,0.745,0
0.354,1.06,0
-1.92,-1.06,0
-0.541,-0.65,0
1.38,-1.36,0
1.29,0.525,0
-0.836,0.959,0
-0.247,0.775,0
0.552,0.942,0
-0.19,0.168,0
0.714,-1.19,0
1.19,0.594,0
0.428,-1.43,0
-0.575,-1.62,0
-1.97,-1.72,0
-0.0255,-1.3,0
-0.892,1.02,0
-0.132,-1.35,0
-1.85,0.545,0
-0.491,-0.429,0
-0.158,0.358,0
-0.475,-1.02,0
1.26,-2.39,0
-0.807,0.992,0
1.19,0.115,0
0.439,1.5,0
1.44,-1.73,0
0.109,1.65,0
-0.596,-1.33,0
1.11,0.431,0
-0.347,-0.556,0
1.47,1.39,0
1.63,-0.56,0
-1.53,1.21,0
-1.12,1.1,0
0.0551,1.34,0
-0.388,-1.08,0
0.136,-1.36,0
-0.79,-0.823,0
0.646,1.82,0
-0.468,-0.206,0
0.735,0.571,0
-0.777,-1.33,0
-0.31,1.45,0
-0.0693,-1.3,0
-0.162,-0.334,0
0.724,-0.574,0
-1.03,0.153,0
0.385,-0.744,0
1.23,-0.115,0
-1.49,0.796,0
0.0586,-0.133,0
1.05,-0.362,0
-0.84,-1.05,0
0.351,-1.42,0
-1.34,-0.462,0
-0.213,0.77,0
0.523,1.05,0
-0.665,1.23,0
1.03,1.55,0
0.495,1.54,0
0.582,0.232,0
0.35,0.889,0
0.321,1.58,0
0.155,0.0373,0
-0.783,0.931,0
0.153,-0.875,0
1.08,0.925,0
0.614,0.908,0
-0.353,1.98,0
0.0762,-1.27,0
0.282,-1.43,0
0.876,-0.807,0
-0.685,0.459,0
0.265,1.4,0
0.29,0.591,0
0.662,1.49,0
-0.689,-1.45,0
-0.214,-1.27,0
-0.119,-0.842,0
-1.84,-1.23,0
-0.102,-0.306,0
-0.995,-0.937,0
-0.479,0.0719,0
-1.31,0.463,0
-0.486,-1.62,0
0.115,-0.443,0
0.698,0.784,0
1.09,-1.24,0
-1.57,-0.401,0
-0.274,0.489,0
0.764,1.98,0
2.41,0.946,0
-0.348,0.119,0
1.27,-0.194,0
-0.22,-1.38,0
1.08,-1.83,0
-0.414,-1.28,0
2.12,1.07,0
0.22,2.08,0
0.207,-1.38,0
-0.519,-1,0
-0.00634,-1,0
-0.68,1.68,0
-1.18,-0.522,0
0.32,0.282,0
-0.638,1.32,0
0.72,-0.154,0
0.92,-0.717,0
0.511,-0.773,0
-0.681,-0.586,0
1.11,0.205,0
0.087,-1.28,0
1.13,-0.541,0
-0.016,-1.26,0
-0.439,-0.884,0
0.424,-0.84,0
2.25,-1.4,0
0.139,-0.803,0
0.488,1.31,0
-1.04,1.27,0
1.33,-0.704,0
-1.23,0.89,0
-0.329,-0.955,0
0.174,-1.11,0
-0.699,0.755,0
-0.137,-1.16,0
1.09,-1.1,0
-0.0172,-1.03,0
0.269,0.605,0
0.305,1.63,0
-1.82,0.904,0
-0.527,-1.38,0
0.557,-0.255,0
-2.41,0.26,0
-0.514,-1.07,0
-0.325,-1.32,0
2.53,1.5,0
0.471,2.03,0
0.986,0.843,0
0.746,0.441,0
-1.32,0.907,0
1.33,1.7,0
1.59,-0.378,0
0.387,-0.000653,0
-0.914,-0.919,0
1.41,0.0907,0
-0.639,0.522,0
0.866,1.14,0
-1.78,-0.491,0
0.391,-0.0901,0
-1.27,0.184,0
-1.08,-0.612,0
-0.717,0.455,0
-1.11,0.00172,0
-1.51,-0.966,0
-0.862,1.53,0
0.605,1.86,0
-0.818,0.654,0
-0.391,1.1,0
0.941,-0.254,0
1.59,1.72,0
-1.51,-1.16,0
0.413,0.473,0
-0.351,-1,0
1.68,0.113,0
-0.834,1.48,0
1.45,-0.507,0
-0.559,0.0594,0
1.23,-0.0997,0
-0.0342,0.145,0
-0.834,1.41,0
0.743,-1.01,0
1.01,1.82,0
0.191,-1.29,0
0.0543,-0.967,0
0.768,-1.25,0
1.12,0.612,0
0.424,0.547,0
1.29,-0.391,0
-0.612,-1.42,0
-0.201,0.287,0
-0.779,1.09,0
0.44,0.246,0
0.778,0.952,0
0.0179,-1.01,0
-0.216,-1.38,0
-0.554,-0.38,0
0.0698,-1.25,0
-0.869,0.625,0
-1.53,-1.17,0
-0.175,-0.909,0
-1.5,-1.14,0
0.528,-1.04,0
1.07,0.61,0
-0.987,-0.735,0
-0.468,-1.17,0
1.77,0.239,0
0.885,-0.372,0
2.59,-1.15,0
1.04,0.285,0
0.736,1.64,0
1.23,0.458,0
-0.137,-1.39,0
-0.0574,-0.208,0
-0.496,1.03,0
-1.04,0.984,0
0.952,-1.9,0
-0.21,0.11,0
-1.95,0.614,0
1.68,-0.472,0
-0.866,0.751,0
0.322,-1.04,0
-1.71,-0.653,0
-0.486,-1.53,0
0.587,-0.311,0
-0.55,0.236,0
1.4,-0.874,0
-0.384,-1.08,0
0.746,0.991,0
0.758,-1.45,0
-0.0468,-0.332,0
0.698,1.02,0
-1.53,0.658,0
-0.162,-1.24,0
-0.507,0.69,0
1.41,-1.38,0
-0.735,-1.19,0
-0.141,-0.119,0
1.31,0.628,0
1.38,-1.02,0
1.18,-1.19,0
-0.0785,-1.16,0
0.844,1.22,0
0.913,-1.6,0
-1.04,1.33,0
-1.1,0.145,0
-0.244,-1.2,0
0.0643,-1.28,0
0.483,-1.23,0
1.37,1.29,0
-0.869,0.634,0
-0.0547,-1.06,0
0.816,-0.133,0
-1.49,0.744,0
-0.813,-0.665,0
1.6,0.0487,0
0.742,1.56,0
1.45,-0.188,0
-0.791,-1.44,0
-1.31,0.118,0
0.0336,0.323,0
0.308,-1.34,0
0.856,-1.11,0
0.532,-0.0431,0
-0.171,1.68,0
-0.305,0.247,0
-0.422,-0.241,0
0.836,0.849,0
1.77,0.013,0
-1.56,0.514,0
0.137,-0.862,0
-1.07,-0.017,0
-1.31,-0.32,0
-1.33,-0.581,0
-1.76,-1.58,0
-0.258,-1.06,0
-0.253,-0.809,0
0.395,1.35,0
-1.39,-0.156,0
0.446,-1.07,0
1.52,0.795,0
1.44,0.898,0
1.04,0.952,0
-1.82,-0.847,0
-1.11,0.276,0
-1.2,-1.19,0
0.268,1.14,0
1.29,-1.19,0
-0.935,1.02,0
0.247,-0.96,0
0.387,1.59,0
0.247,0.41,0
0.722,0.153,0
0.249,-0.451,0
0.923,0.166,0
-0.237,-0.0378,0
1.27,0.496,0
-1.2,1.43,0
-1.19,-0.939,0
0.0209,-0.973,0
0.637,0.984,0
0.714,-1.08,0
-0.215,0.549,0
0.306,-0.161,0
0.205,-1.28,0
1.51,1.52,0
-0.761,0.373,0
-0.706,-0.697,0
-0.383,0.671,0
-1.11,-0.44,0
0.496,-0.614,0
-0.0529,-0.0168,0
2.09,1.1,0
-1.28,-1.17,0
1.44,0.0946,0
2.06,-0.893,0
-0.638,-0.752,0
0.402,-0.39,0
0.122,0.599,0
1.42,1.49,0
-1.55,0.588,0
0.854,0.0949,0
-0.268,0.75,0
-0.57,0.502,0
-0.381,-0.959,0
0.236,0.443,0
0.898,-0.719,0
-0.432,1.13,0
1.14,-0.938,0
0.0935,2.1,0
0.463,0.935,0
-0.23,-1.02,0
0.671,0.181,0
0.168,1.7,0
-0.175,0.0644,0
0.796,0.423,0
-0.824,-0.471,0
-0.93,-0.502,0
-1.06,1.49,0
0.375,1.27,0
2.45,1.25,0
-2.04,0.401,0
0.0735,-1.01,0
-0.737,-0.0677,0
0.848,0.402,0
0.281,0.343,0
-1.13,-0.0974,0
-0.821,-1.44,0
-0.211,-0.334,0
-0.364,-1.4,0
-1.27,-0.673,0
0.784,1.39,0
-1.02,0.883,0
0.833,-0.0565,0
0.478,1.31,0
-1.14,-0.245,0
1.14,0.494,0
0.667,-1.01,0
2.17,0.926,0
-0.129,0.877,0
-0.581,0.582,0
0.427,1.77,0
-0.138,0.425,0
-1.98,0.875,0
-0.337,0.559,0
-0.369,-0.965,0
0.325,-0.153,0
-0.232,-0.364,0
-0.749,1.26,0
-0.566,1.19,0
1.33,-0.774,0
-1.25,-1.47,0
0.00453,1.47,0
-1.81,-0.543,0
-0.307,0.938,0
-1.18,0.732,0
-1.68,0.93,0
-1.52,-1.4,0
-1.45,-0.701,0
0.616,1.77,0
-0.0222,-0.202,0
0.246,-0.767,0
-0.763,-0.573,0
-0.581,-0.182,0
1.42,-0.0465,0
-0.139,-1.27,0
-0.179,0.19,0
-0.721,1.19,0
-0.709,-0.942,0
0.945,0.239,0
-0.891,0.593,0
-1.18,0.862,0
1.3,-0.028,0
0.576,-0.342,0
0.0381,0.167,0
-0.219,-0.195,0
0.855,0.959,0
-1.08,-1.17,0
-0.596,-0.989,0
-1.41,-0.856,0
-0.298,-0.243,0
0.444,1.14,0
1.01,0.397,0
1.31,-0.36,0
1.78,1.19,0
1.1,0.458,0
-1.33,-0.647,0
-1.6,-0.541,0
-1.2,0.455,0
1.01,1.57,0
1.38,0.583,0
-0.223,1.04,0
-1,-1.22,0
0.576,-0.665,0
-0.394,1.39,0
-0.573,-0.88,0
-2.19,0.0991,0
0.729,1.49,0
0.308,-0.913,0
0.661,0.0147,0
0.515,0.884,0
1.32,-0.144,0
-1.05,-0.382,0
1.46,-0.0465,0
1.22,-0.159,0
0.639,-0.815,0
-0.235,0.352,0
-2,0.403,0
-0.158,-1.08,0
1.71,1.39,0
0.905,-0.551,0
-0.0949,-0.821,0
0.781,1.08,0
-0.624,1.75,0
-1.4,1.19,0
-1.21,0.357,0
0.123,-1.24,0
1.01,0.446,0
-0.666,-1.34,0
-0.819,-0.943,0
0.202,-1.17,0
0.745,0.681,0
-0.461,-1.07,0
0.622,-0.546,0
-1.51,-1.39,0
1.05,0.409,0
0.751,0.608,0
-1.13,0.164,0
2.33,1.21,0
0.855,-0.265,0
-0.0247,-0.765,0
0.21,-1.26,0
-1.67,-0.212,0
-0.394,-0.338,0
-0.389,-1.2,0
1.11,1.33,0
-1.24,0.323,0
-0.116,-1.23,0
0.372,1.6,0
-1.23,-0.806,0
1.31,-1.72,0
-0.254,-1.37,0
-1.15,-0.647,0
1.21,-1.77,0
0.00425,1.61,0
-0.67,1.22,0
1.57,1.16,0
-0.241,0.897,0
1.04,0.93,0
1.39,0.504,0
1.96,-0.709,0
0.978,-1.33,0
-1.67,-0.00451,0
-0.529,-1.02,0
-0.137,1.44,0
-1.87,-0.78,0
1.04,-0.24,0
-1.21,-0.785,0
0.8,0.662,0
0.133,2.05,0
1.34,-1.8,0
0.175,0.652,0
1.14,-0.0829,0
-0.634,1.26,0
-0.617,-0.792,0
-1.42,0.728,0
0.897,0.742,0
-0.0814,2.18,0
1.27,1.6,0
-0.759,0.366,0
-0.847,-0.896,0
1.23,-0.785,0
-0.843,-1.14,0
0.357,0.647,0
-1.36,-0.258,0
0.977,0.597,0
1.05,-0.467,0
-0.717,1.23,0
0.955,-0.0158,0
1.6,-0.183,0
-1.21,-0.733,0
-0.593,1.28,0
1.14,0.814,0
-0.597,0.232,0
0.575,-0.19,0
-1.34,-0.31,0
-0.129,-0.061,0
0.447,0.92,0
0.377,-0.643,0
-1.54,0.643,0
-1.25,-0.689,0
2.34,1.18,0
-0.341,1.55,0
1.27,0.0842,0
-1.73,0.562,0
0.957,0.0986,0
-0.639,-1.04,0
0.303,-1.35,0
-0.439,1.37,0
-0.287,-1.07,0
1.46,0.651,0
0.957,-0.786,0
-0.0107,-0.96,0
1.21,0.0512,0
0.105,-1.67,0
0.786,0.859,0
-1.08,0.356,0
0.0909,-1.39,0
-1.34,0.805,0
-0.647,1.08,0
1.17,-1.4,0
-0.811,-1.35,0
-0.961,-0.102,0
-0.968,-0.226,0
-0.322,0.535,0
-1.26,-0.515,0
0.62,-0.986,0
-2.32,0.0861,0
1.21,1.31,0
0.196,1.08,0
1.45,1.33,0
0.137,-0.247,0
-0.974,-1.43,0
-0.335,-1.69,0
-0.0999,1.97,0
0.272,0.813,0
0.56,1.18,0
-0.0527,-0.746,0
-0.188,-0.998,0
-0.369,0.692,0
-0.226,-1.06,0
0.458,-0.709,0
-1.26,-0.912,0
-1.33,-0.392,0
-0.621,1.52,0
-0.753,1.1,0
-0.435,-1.08,0
0.328,1.28,0
0.227,1.71,0
-0.715,0.0859,0
0.81,1.93,0
0.364,1.98,0
0.624,1.1,0
0.922,0.93,0
-0.416,-0.941,0
-1.37,0.968,0
0.269,1.62,0
0.353,1.58,0
0.11,0.553,0
1.49,0.385,0
0.571,-1.53,0
0.171,1.59,0
0.409,-0.0572,0
1.93,-0.842,0
0.907,0.191,0
0.0413,0.345,0
0.484,-1.3,0
-0.0305,-1.09,0
1,-0.0897,0
1.09,0.299,0
-0.543,-0.0204,0
0.659,0.913,0
-0.542,-0.739,0
-1.02,1.53,0
-1.63,0.293,0
1.49,0.627,0
-0.583,-1.05,0
-0.807,1.12,0
-0.683,1.38,0
0.0734,-0.162,0
0.388,1.64,0
0.874,1.79,0
0.584,0.679,0
1.42,0.374,0
-0.779,0.676,0
0.678,0.335,0
0.204,-1.06,0
1.43,0.498,0
-0.779,-1.2,0
-1.3,0.577,0
1.03,0.0331,0
-0.532,-1.17,0
0.119,-1.28,0
1.53,-1.05,0
-0.481,-0.904,0
0.858,0.399,0
0.126,0.819,0
-0.88,-1.27,0
0.145,-0.626,0
0.534,1.86,0
2.03,1.1,0
-0.546,0.442,0
1.42,1.8,0
1.41,-2.09,0
-0.566,-0.563,0
-0.973,0.495,0
0.932,1.43,0
0.472,1.37,0
0.74,0.053,0
-0.214,1.76,0
-0.53,-0.944,0
-0.936,-1.5,0
0.37,-0.0513,0
0.695,0.651,0
0.88,0.275,0
-0.563,-0.164,0
1.27,-0.675,0
-1.32,-0.146,0
1.7,-0.489,0
0.832,0.442,0
0.561,1.74,0
0.617,1.11,0
-1.41,1.14,0
1.71,-0.225,0
0.473,0.339,0
-0.855,1.44,0
-1.72,-0.41,0
0.18,-0.0627,0
0.712,0.837,0
0.211,1.71,0
-0.755,-0.759,0
0.661,1.2,0
0.902,0.947,0
0.544,-0.842,0
1.67,0.974,0
-0.0571,-1.5,0
-1.61,-0.39,0
-0.261,-1.27,0
1.8,1.53,0
0.134,-1.18,0
-0.279,-1.06,0
0.405,-0.555,0
-1.64,-0.562,0
-0.146,1.83,0
0.499,-1.17,0
-0.171,-1.09,0
-0.175,-0.946,0
1.54,-0.336,0
1.33,0.406,0
0.833,0.653,0
0.69,1.57,0
-0.542,0.918,0
1.19,-0.319,0
1.73,1.26,0
-2.01,0.439,0
0.316,1.43,0
0.933,0.711,0
2.43,0.869,0
-0.472,-1.16,0
-1.17,0.126,0
2.22,-2.04,0
1.07,0.438,0
-0.125,0.521,0
0.857,0.875,0
0.569,-0.858,0
0.646,-0.932,0
-0.983,1.1,0
-0.829,1.06,0
0.22,-0.867,0
-2.09,-1.22,0
-1.64,-0.962,0
0.0604,1.64,0
1.62,-1.16,0
-0.021,-1.09,0
-1.11,-0.653,0
1.13,-0.0116,0
-0.838,-1.17,0
0.102,-1.03,0
0.576,-1.05,0
0.635,1.67,0
0.336,0.611,0
0.32,-0.998,0
-1.58,-1.61,0
-0.129,-1.69,0
-0.249,0.505,0
-0.986,-1.27,0
0.335,-0.483,0
0.133,-0.568,0
1.08,-1.02,0
-0.486,-0.887,0
2.08,1.35,0
0.638,1.11,0
0.0965,-1.1,0
1.03,-0.382,0
-0.705,0.129,0
1.35,1.1,0
-0.1,-1.05,0
0.431,-1.56,0
-1.37,-0.123,0
-0.995,-0.832,0
-0.981,-1.04,0
-1.9,-1.32,0
0.982,-0.452,0
-0.494,-0.719,0
0.995,0.502,0
-0.507,0.357,0
0.0853,0.789,0
-0.0659,-1.33,0
-1.51,-0.276,0
-1.03,0.681,0
1.19,-1.25,0
-1.49,0.228,0
0.409,1.76,0
-0.606,-0.129,0
1.18,0.597,0
0.108,-0.304,0
0.418,-0.897,0
0.381,1.55,0
-0.951,-1.3,0
-0.119,2.06,0
1.14,0.148,0
1.31,1.62,0
0.724,0.417,0
-0.107,-0.232,0
-1.57,0.905,0
-0.214,1.58,0
-0.212,-0.155,0
-0.0683,-0.404,0
-0.951,-1.33,0
0.533,0.541,0
-1.36,0.887,0
0.98,-0.832,0
-1.29,1.52,0
1.08,-0.000817,0
-0.147,1.85,0
-0.135,0.0707,0
0.318,-0.87,0
0.632,1.74,0
-1.43,1.25,0
-0.499,-1.31,0
0.296,1.51,0
0.416,0.1,0
-0.337,1.48,0
-1.3,-0.829,0
-0.0299,0.617,0
-1.78,-0.843,0
0.314,-1.25,0
-0.801,1.78,0
0.0984,0.629,0
-1.68,-0.528,0
0.423,0.598,0
0.00295,-0.125,0
-0.528,-1.23,0
0.17,-0.719,0
0.202,-1.37,0
0.535,1.99,0
-0.491,1.22,0
-1.33,-0.276,0
0.595,0.546,0
-0.219,0.524,0
0.0182,1.68,0
-0.907,0.416,0
1.86,-0.36,0
-0.733,-1.34,0
-1.39,-0.322,0
0.0578,-1.32,0
-1.7,0.869,0
-0.166,0.165,0
-0.8,-1.38,0
-1.02,-0.146,0
-0.145,-1.39,0
-0.439,0.331,0
0.136,1.46,0
-0.669,0.51,0
-1.49,-0.0266,0
0.386,-0.997,0
0.812,-0.15,0
-0.303,-0.883,0
-0.621,1.16,0
-2.04,-0.978,0
-0.772,0.933,0
-1.06,-0.86,0
0.0914,0.493,0
-1.17,0.222,0
0.553,-0.159,0
0.759,0.0328,0
-1.04,-1.24,0
0.974,-0.951,0
0.33,-1.48,0
0.105,1.77,0
-1.02,-0.305,0
-0.635,1.94,0
0.44,1.16,0
-0.97,-1.6,0
2.22,1.31,0
-1.18,-0.122,0
1.46,0.0665,0
0.219,1.59,0
1.09,0.812,0
1.15,1.68,0
0.955,-0.23,0
-0.103,0.0369,0
0.619,1.65,0
-1.43,-0.357,0
-0.765,-1.13,0
-0.664,1.18,0
-1.09,0.289,0
-0.766,1.06,0
-0.436,0.821,0
0.6,-0.38,0
-0.124,0.181,0
1.03,-0.0835,0
-1.71,-1.27,0
-1.46,-0.179,0
1.34,1.37,0
1.47,0.574,0
0.716,0.487,0
0.0337,-1.13,0
-0.432,-1.34,0
0.344,1.49,0
1.29,-0.151,0
1.85,-0.558,0
0.0319,1.39,0
1.95,1.09,0
-0.839,0.111,0
-0.956,-0.77,0
1.08,0.839,0
0.0624,-1.05,0
-1.06,-1.24,0
-0.366,-1.52,0
-1.63,-0.363,0
1.05,1.07,0
-0.47,-1.12,0
-1.45,0.377,0
-1.56,-1.05,0
0.912,2.1,0
1.61,0.582,0
0.208,-1.21,0
0.929,-0.902,0
-1.66,-1.52,0
-1.85,-0.347,0
-1.02,-0.0308,0
0.569,-0.538,0
1.43,-0.366,0
1.47,-0.0578,0
0.154,0.629,0
-1.59,0.176,0
0.801,1.14,0
-1.5,-0.829,0
0.271,0.0595,0
0.188,0.914,0
-0.386,1.5,0
1.02,0.0541,0
0.82,-0.514,0
0.804,0.6,0
-1.38,-1.11,0
-1.01,-0.155,0
0.683,1.6,0
-1.62,-0.896,0
-0.00515,1.75,0
-1.42,-1.28,0
-1.8,-1.26,0
-1.76,-0.632,0
-0.0958,-1.66,0
-0.473,-1.55,0
-0.316,-1.36,0
-0.899,-1.25,0
-0.236,-1.54,0
0.546,-1.12,0
1.16,-1.3,0
0.00921,-0.00839,0
1.63,-0.43,0
-0.826,0.682,0
0.371,-1.23,0
-0.821,-0.855,0
0.309,-1.03,0
-0.912,-0.484,0
0.365,0.632,0
1.15,-1.69,0
-0.714,-1.36,0
-0.467,1.3,0
0.177,-1.07,0
0.589,0.557,0
-1.85,-0.35,0
0.676,0.892,0
-1.49,-0.498,0
-1.28,0.72,0
0.166,-1.25,0
0.448,0.71,0
-1.9,-1.46,0
-0.922,0.533,0
0.307,0.12,0
0.328,0.553,0
-0.847,-0.871,0
1.08,0.437,0
0.173,-0.428,0
-0.818,-0.69,0
-0.583,-0.743,0
-0.768,-0.0166,0
-2.04,0.131,0
-1.16,-1.01,0
0.995,0.131,0
1.32,-0.616,0
0.993,0.397,0
-0.606,3.19,0
0.811,0.00911,0
-0.462,-0.707,0
0.304,-0.00393,0
-1.94,0.598,0
-0.372,1.54,0
0.341,-1.43,0
-0.78,-0.43,0
0.247,-0.233,0
-0.561,0.473,0
-0.524,-1.09,0
-1.99,-0.912,0
-2,-0.0624,0
0.554,1.19,0
0.899,1.4,0
0.794,1.01,0
0.417,0.348,0
-0.597,-1.6,0
1.71,-0.289,0
-0.461,0.343,0
-1.02,-0.469,0
-0.434,1.98,0
-0.299,-1.4,0
-1.67,-0.875,0
-0.192,1.04,0
0.108,-0.769,0
-0.58,1.34,0
-1.17,-0.95,0
-0.124,-0.95,0
0.283,-1.56,0
0.418,-0.711,0
1.2,0.286,0
0.295,-0.273,0
-1.37,-0.904,0
0.0175,1.47,0
1.64,0.513,0
0.557,1.38,0
-0.878,0.659,0
0.254,2.42,0
0.961,0.454,0
-0.994,0.192,0
-1.07,-0.622,0
1.95,1.53,0
0.281,-0.4,0
1.29,0.283,0
0.586,-0.273,0
-0.0272,1.86,0
-1.65,-0.0692,0
1.22,-0.345,0
-1.53,0.132,0
-1.51,-0.248,0
-1.2,-1.04,0
0.299,1.52,0
-0.687,1.01,0
0.479,-0.821,0
1.08,-0.133,0
-0.888,-1.59,0
-1.52,0.497,0
0.198,-1.41,0
-0.211,-0.492,0
0.0647,-1.22,0
-1.28,-1.07,0
-0.0779,-0.967,0
0.369,1.69,0
-0.826,-0.966,0
-0.394,1.6,0
1.2,-0.68,0
0.942,1.89,0
-0.817,-1.11,0
0.405,1.93,0
0.666,-1.52,0
0.152,-0.964,0
-0.82,-0.76,0
0.72,-0.316,0
-0.201,0.596,0
-0.594,-1.21,0
-1.07,0.0456,0
1.05,0.397,0
-1.12,-1.2,0
1.5,-0.38,0
-2.06,-1.23,0
0.785,0.158,0
0.867,-1.19,0
0.624,-1.31,0
-0.509,-0.932,0
-0.565,-0.853,0
0.0662,1.62,0
0.0852,-0.852,0
0.399,-1.48,0
1.27,0.433,0
-0.441,-1.45,0
1,0.285,0
-1.01,-1.47,0
0.873,-1.03,0
-0.144,-1.03,0
1.25,-1.62,0
-0.149,0.816,0
0.893,0.691,0
-0.136,-1.41,0
0.569,1.44,0
-1.93,-0.0856,0
-0.625,1.65,0
-1.16,-0.285,0
-0.903,-0.988,0
0.486,1.05,0
-0.0145,-1.15,0
-0.678,-1.32,0
1.29,-0.499,0
-0.116,1.26,0
1.1,-0.374,0
1.06,0.913,0
0.19,0.969,0
-0.487,-1.19,0
-1.79,-1.46,0
-0.0388,-0.984,0
0.893,-0.327,0
1.38,-0.244,0
1.01,-1.12,0
-1.58,-0.352,0
1.52,-1.12,0
