0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,prediction
1,9,2,7,1199,0,3,4,1,0,4,1,67,2,1,2,3,1,1,0,1
3,9,4,0,1224,0,2,3,2,0,1,0,30,2,1,2,2,1,0,0,1
1,48,2,0,8487,4,3,1,1,0,2,2,24,2,1,1,2,1,0,0,1
3,24,2,4,3430,2,4,3,2,0,2,2,31,2,1,1,2,2,1,0,1
3,24,2,4,3235,2,4,3,0,0,2,2,26,2,1,1,3,1,1,0,1
0,6,4,0,4716,4,1,1,2,0,3,0,44,2,1,2,1,2,0,0,1
3,36,4,4,9566,0,2,2,1,0,2,2,31,1,1,2,2,1,0,0,1
3,36,3,4,4454,0,2,4,1,0,4,0,34,2,1,2,2,1,0,0,1
3,12,4,7,3565,4,1,2,2,0,1,1,37,2,1,2,1,2,0,0,1
1,9,2,4,458,0,2,4,2,0,3,0,24,2,1,1,2,1,0,0,1
0,36,2,1,5493,0,4,2,2,0,4,3,42,2,2,1,2,2,0,0,1
3,15,2,0,3186,3,3,2,1,0,3,2,20,2,0,1,2,1,0,0,1
1,24,4,4,1743,0,4,4,2,0,2,1,48,2,1,2,1,1,0,0,1
3,12,4,4,1934,0,4,2,2,0,2,3,26,2,1,2,2,1,0,0,1
3,15,4,4,1471,0,2,4,2,0,4,3,35,2,2,2,2,1,1,0,1
2,10,2,0,3949,0,1,1,2,2,1,1,37,2,1,1,1,2,0,0,1
3,24,2,4,2284,0,3,4,2,0,2,2,28,2,1,1,2,1,1,0,1
0,48,2,7,7476,0,3,4,2,0,1,3,50,2,2,1,3,1,1,0,1
0,8,4,0,3398,0,3,1,2,0,4,0,39,2,1,2,1,1,0,1,1
0,12,2,3,1657,0,2,2,2,0,2,0,27,2,1,1,2,1,0,0,1
1,12,2,9,841,1,3,2,1,0,4,0,23,2,0,1,1,1,0,0,1
0,24,2,3,3149,0,1,4,2,0,1,3,22,0,2,1,2,1,0,0,1
2,12,2,3,1424,4,4,3,1,0,4,0,55,2,1,1,3,1,1,0,1
3,9,2,9,1449,0,3,3,1,0,2,2,27,2,1,2,2,1,0,0,1
3,18,2,1,3378,4,2,2,2,0,1,1,31,2,1,1,2,1,1,0,1
2,12,4,0,1480,2,0,2,2,0,4,3,66,0,2,3,0,1,0,0,1
1,12,2,1,2028,4,2,4,2,0,2,2,30,2,1,1,2,1,0,0,1
3,12,4,4,618,0,4,4,2,0,4,0,56,2,1,1,2,1,0,0,1
2,10,2,5,1225,0,2,2,2,0,2,2,37,2,1,1,2,1,1,0,1
3,12,2,0,2390,4,4,4,2,0,3,2,50,2,1,1,2,1,1,0,1
3,21,3,1,2993,0,2,3,2,0,2,0,28,1,1,2,1,1,0,0,1
3,6,4,4,1898,4,2,1,2,0,2,0,34,2,1,2,1,2,0,0,1
3,10,4,0,1231,0,4,3,2,0,4,0,32,2,1,2,1,2,0,1,1
0,24,4,1,6419,0,4,2,1,0,4,3,44,2,2,2,3,2,1,0,1
3,12,2,3,1574,0,2,4,2,0,2,0,50,2,1,1,2,1,0,0,1
3,6,4,0,362,1,2,4,1,0,4,2,52,2,1,2,1,1,0,0,1
3,15,4,3,2788,0,3,2,1,1,3,2,24,0,1,2,2,1,0,0,1
0,6,4,4,338,2,4,4,2,0,4,2,52,2,1,2,2,1,0,0,1
3,36,3,3,7678,2,3,2,1,0,4,2,40,2,1,2,2,1,1,0,1
3,12,4,9,1264,4,4,4,2,0,4,3,57,2,0,1,1,1,0,0,1
3,24,2,4,3181,0,1,4,1,0,4,1,26,2,1,1,2,1,1,0,1
0,10,4,0,2241,0,1,1,2,0,3,0,48,2,0,2,1,2,0,1,1
0,24,2,4,2384,0,4,4,2,0,4,0,64,0,0,1,1,1,0,0,1
3,4,4,4,1503,0,3,2,2,0,1,0,42,2,1,2,1,2,0,0,1
0,6,4,4,1169,4,4,4,2,0,4,0,67,2,1,2,2,1,1,0,1
0,12,2,7,1200,4,2,4,1,0,4,1,23,0,0,1,2,1,1,0,1
3,24,4,3,3777,3,2,4,2,0,4,0,50,2,1,1,2,1,1,0,1
2,12,3,0,2247,0,2,2,1,0,2,2,36,1,1,2,2,1,1,0,1
3,6,2,0,672,0,0,1,1,0,4,0,54,2,1,1,0,1,1,0,1
3,48,4,4,3578,4,4,4,2,0,1,0,47,2,1,1,2,1,1,0,1
3,6,4,0,2080,2,2,1,3,0,2,2,24,2,1,1,2,1,0,0,1
1,18,2,4,866,0,2,4,3,2,2,0,25,2,1,1,1,1,0,0,1
3,12,2,4,2073,1,2,4,1,1,2,0,28,2,1,1,2,1,0,0,1
1,16,4,0,1175,0,0,2,2,0,3,2,68,2,2,3,0,1,1,0,1
3,24,4,9,4139,1,2,3,2,0,3,1,27,2,1,2,1,1,1,0,1
3,15,2,3,2708,0,1,2,2,0,3,1,27,0,1,2,1,1,0,0,1
0,12,2,3,1858,0,1,4,1,0,1,2,22,2,0,1,2,1,0,0,1
1,18,2,0,6260,0,3,3,2,0,3,0,28,2,0,1,1,1,0,0,1
3,24,2,1,2679,0,1,4,1,0,1,3,29,2,1,1,3,1,1,0,1
3,12,2,4,804,0,4,4,2,0,4,2,38,2,1,1,2,1,0,0,1
3,10,2,1,2848,1,2,1,2,1,2,0,32,2,1,1,2,2,0,0,1
1,12,2,8,754,4,4,4,2,0,4,1,38,2,1,2,2,1,0,0,1
3,6,4,0,6761,0,3,1,2,0,3,3,45,2,1,2,3,2,1,0,1
3,6,2,1,1236,2,2,2,2,0,4,1,50,2,0,1,2,1,0,0,1
3,12,2,0,1884,0,4,4,2,0,4,2,39,2,1,1,3,1,1,0,1
3,18,4,0,1055,0,1,4,1,0,1,1,30,2,1,2,2,1,0,0,1
3,5,2,9,3448,0,3,1,2,0,4,0,74,2,1,1,1,1,0,0,1
2,12,2,3,2251,0,2,1,1,0,2,2,46,2,1,1,1,1,0,0,1
0,30,0,3,4583,0,2,2,0,2,2,0,32,2,1,2,2,1,0,0,1
3,18,2,3,1984,0,2,4,2,0,4,3,47,0,2,2,2,1,0,0,1
3,48,4,1,2751,4,4,4,2,0,3,2,38,2,1,2,2,2,1,0,1
3,48,1,9,3609,0,2,1,1,0,1,0,27,1,1,1,2,1,0,0,1
1,8,2,4,760,0,3,4,1,2,2,0,44,2,1,1,1,1,0,0,1
1,20,0,1,6148,1,4,3,3,0,4,2,31,0,1,2,2,1,1,0,1
2,10,4,4,1347,4,3,4,2,0,2,1,27,2,1,2,2,1,1,0,1
1,9,2,4,1082,0,4,4,2,0,4,2,27,2,1,2,1,1,0,0,1
3,12,4,4,1291,0,2,4,1,0,2,1,35,2,1,2,2,1,0,0,1
0,12,2,3,1262,4,4,2,0,0,4,1,49,2,1,1,1,1,1,0,1
3,24,2,8,937,0,1,4,3,0,3,2,27,2,1,2,1,1,0,0,1
0,21,4,0,571,0,4,4,2,0,4,0,65,2,1,2,2,1,0,0,1
1,42,4,9,5954,0,3,2,1,0,1,0,41,0,1,2,1,1,0,0,1
3,24,4,4,2611,0,4,4,3,1,3,0,46,2,1,2,2,1,0,0,1
3,12,0,3,2759,0,4,2,2,0,4,1,34,2,1,2,2,1,0,0,1
0,18,2,0,4380,1,2,3,2,0,4,2,35,2,1,1,1,2,1,0,1
3,12,4,0,682,1,3,4,1,0,3,2,51,2,1,2,2,1,1,0,1
3,12,2,0,1101,0,2,3,3,0,2,0,27,2,1,2,2,1,1,0,1
3,12,4,4,1240,4,4,4,1,0,2,0,38,2,1,2,2,1,1,0,1
1,12,2,9,1037,1,3,3,2,0,4,0,39,2,1,1,1,1,0,0,1
3,24,4,7,1927,4,2,3,1,0,2,2,33,2,1,2,2,1,1,0,1
3,10,2,1,2901,4,1,1,1,0,4,0,31,2,0,1,2,1,0,0,1
1,12,2,4,1567,0,2,1,1,0,1,2,22,2,1,1,2,1,1,0,1
3,24,2,3,2835,2,4,3,2,0,4,1,53,2,1,1,2,1,0,0,1
1,18,4,3,6361,0,4,2,2,0,1,3,41,2,1,1,2,1,1,0,1
3,24,4,4,2684,0,2,4,2,0,2,0,35,2,1,2,1,1,0,0,1
1,24,3,9,6967,1,3,4,2,0,4,2,36,2,0,1,3,1,1,0,1
3,24,4,7,1597,0,4,4,2,0,4,3,54,2,2,2,2,2,0,0,1
3,6,0,4,426,0,4,4,3,0,4,2,39,2,1,1,1,1,0,0,1
3,9,4,3,2406,0,0,2,2,0,3,2,31,2,1,1,3,1,0,0,1
3,9,2,7,3832,4,4,1,2,0,4,0,64,2,1,1,1,1,0,0,1
1,10,2,0,7308,0,0,2,2,0,4,3,70,0,2,1,3,1,1,0,1
3,36,4,1,5711,3,4,4,2,0,2,2,38,2,1,2,3,1,1,0,1
1,12,2,4,625,0,1,4,3,2,1,0,26,0,1,1,1,1,0,0,1
0,21,2,3,3599,0,3,1,1,0,4,2,26,2,0,1,1,1,0,0,1
1,12,2,4,2930,0,3,2,1,0,1,0,27,2,1,1,2,1,0,0,1
3,15,4,4,1360,0,2,4,2,0,2,1,31,2,1,2,2,1,0,0,1
1,60,3,4,7418,4,2,1,2,0,1,0,27,2,1,1,1,1,0,0,1
3,9,2,4,2697,0,2,1,2,0,2,0,32,2,1,1,2,2,0,0,1
3,12,2,4,1493,0,1,4,1,0,3,2,34,2,1,1,2,2,0,0,1
0,6,4,0,860,0,4,1,1,0,4,3,39,2,1,2,2,1,1,0,1
0,24,1,0,2325,1,3,2,2,0,3,2,32,0,1,1,2,1,0,0,1
0,42,2,3,7882,0,3,2,2,2,4,1,45,2,2,1,2,2,0,0,1
3,12,4,7,2012,4,3,4,1,0,2,2,61,2,1,1,2,1,0,0,1
3,24,4,4,1851,0,3,4,3,2,2,2,33,2,1,2,2,1,1,0,1
0,12,2,3,3590,0,2,2,2,1,2,1,29,2,1,1,1,2,0,0,1
0,9,2,4,1364,0,3,3,2,0,4,0,59,2,1,1,2,1,0,0,1
3,12,2,4,3059,3,3,2,0,0,4,0,61,2,1,1,1,1,0,0,1
0,24,2,3,4020,0,2,2,2,0,2,2,27,1,1,1,2,1,0,0,1
2,6,4,0,1323,1,4,2,0,0,4,2,28,2,1,2,2,2,1,0,1
3,12,2,0,3527,4,1,2,2,0,3,1,45,2,1,1,3,2,1,0,1
0,18,4,0,5302,0,4,2,2,0,4,3,36,2,2,3,3,1,1,0,1
0,6,2,0,14896,0,4,1,2,0,4,3,68,0,1,1,3,1,1,0,-1
0,24,3,4,1024,0,1,4,3,0,4,0,48,1,1,1,2,1,0,0,-1
0,24,2,0,1442,0,3,4,1,0,4,2,23,2,0,2,2,1,0,0,-1
0,12,4,0,4843,0,4,3,2,1,4,1,43,2,0,2,2,1,1,0,-1
3,18,4,7,1864,1,2,4,1,0,2,0,30,2,1,2,2,1,0,0,-1
0,21,2,4,1835,0,2,3,1,0,2,0,25,2,1,2,2,1,1,0,-1
1,24,2,1,12579,0,4,4,1,0,2,3,44,2,2,1,3,1,1,0,-1
1,24,1,7,1837,0,3,4,1,0,4,3,34,0,2,1,1,1,0,0,-1
1,12,2,0,685,0,3,2,3,0,3,2,25,0,1,1,1,1,0,0,-1
0,28,2,0,4006,0,2,3,2,0,2,2,45,2,1,1,1,1,0,0,-1
0,42,2,4,7174,4,3,4,1,0,3,2,30,2,1,1,3,1,1,0,-1
3,12,4,4,797,4,4,4,1,0,3,1,33,0,1,1,1,2,0,0,-1
3,18,4,0,1530,0,2,3,2,0,2,1,32,0,1,2,2,1,0,0,-1
1,36,3,0,2225,0,4,4,2,0,4,3,57,0,2,2,2,1,1,0,-1
1,18,0,0,2278,1,1,3,1,0,3,2,28,2,1,2,2,1,0,0,-1
1,9,4,7,1136,3,4,4,2,0,3,3,32,2,2,2,2,2,0,0,-1
0,18,2,4,2600,0,2,4,2,0,4,3,65,2,2,2,2,1,0,0,-1
1,24,4,9,1935,0,4,4,0,0,4,0,31,2,1,2,2,1,1,0,-1
1,18,4,3,1928,0,1,2,2,0,2,0,31,2,1,2,1,1,0,0,-1
0,24,2,4,2439,0,1,4,1,0,4,0,35,2,1,1,2,1,1,0,-1
3,48,4,1,11590,1,2,2,1,0,4,2,24,0,0,2,1,1,0,0,-1
1,15,1,0,6850,1,0,1,2,0,2,1,34,2,1,1,3,2,1,0,-1
3,18,3,9,2169,0,2,4,3,0,2,2,28,2,1,1,2,1,1,0,-1
0,12,2,0,2579,0,1,4,2,0,1,0,33,2,1,1,1,2,0,0,-1
1,24,2,0,1355,0,1,3,1,0,4,2,25,2,1,1,1,1,1,0,-1
0,36,2,3,2712,0,4,2,2,0,2,1,41,0,1,1,2,2,0,0,-1
3,12,2,3,1123,2,2,4,1,0,4,2,29,2,0,1,1,1,0,0,-1
0,48,0,3,7119,0,2,3,2,0,4,3,53,2,2,2,2,2,0,0,-1
2,24,2,0,947,0,3,4,2,0,3,3,38,0,2,1,2,2,0,0,-1
1,60,2,7,6288,0,2,4,2,0,4,3,42,2,2,1,2,1,0,0,-1
0,30,2,3,6350,4,4,4,2,0,4,1,31,2,1,1,2,1,0,0,-1
1,48,0,9,14421,0,2,2,2,0,2,2,25,2,1,1,2,1,1,0,-1
0,18,2,3,2473,0,0,4,2,0,1,2,25,2,1,1,0,1,0,0,-1
0,12,2,4,674,1,3,4,3,0,1,1,20,2,1,1,2,1,0,0,-1
1,36,4,0,2820,0,1,4,0,0,4,2,27,2,1,2,2,1,0,0,-1
0,24,1,4,1546,0,3,4,2,2,4,2,24,0,0,1,1,1,0,0,-1
0,12,4,3,2246,0,4,3,2,0,3,1,60,2,1,2,2,1,0,0,-1
1,21,2,9,1188,0,4,2,1,0,4,1,39,2,1,1,2,2,0,0,-1
3,36,2,3,3349,0,2,4,1,0,2,2,28,2,1,1,3,1,1,0,-1
1,60,1,2,14782,1,4,3,1,0,4,3,60,0,2,2,3,1,1,0,-1
0,12,0,6,1108,0,3,4,2,0,3,0,28,2,1,2,2,1,0,0,-1
0,14,2,0,8978,0,4,1,0,0,4,1,45,2,1,1,3,1,1,1,-1
1,36,2,1,9398,0,1,1,3,0,4,2,28,2,0,1,3,1,1,0,-1
1,27,4,4,2520,2,2,4,2,0,2,1,23,2,1,2,1,1,0,0,-1
0,24,2,0,915,4,4,4,1,0,2,2,29,0,1,1,2,1,0,0,-1
0,12,4,0,691,0,4,4,2,0,3,1,35,2,1,2,2,1,0,0,-1
0,40,4,7,5998,0,2,4,2,0,3,3,27,0,1,1,2,1,1,0,-1
3,21,3,9,2580,2,1,4,2,0,2,0,41,0,1,1,1,2,0,0,-1
0,18,2,0,1216,0,1,4,1,0,3,2,23,2,0,1,2,1,1,0,-1
1,24,2,1,11560,0,2,1,1,0,4,2,23,2,0,2,3,1,0,0,-1
0,18,4,6,1190,0,0,2,1,0,4,3,55,2,2,3,0,2,0,0,-1
1,8,2,3,1237,0,2,3,1,0,4,0,24,2,1,1,2,1,0,0,-1
0,24,1,9,3161,0,2,4,2,0,2,1,31,2,0,1,2,1,1,0,-1
3,18,4,0,2775,0,3,2,2,0,2,1,31,0,1,2,2,1,0,0,-1
1,9,2,3,918,0,2,4,1,0,1,1,30,2,1,1,2,1,0,0,-1
1,15,2,0,2631,1,2,2,1,0,4,2,28,2,0,2,2,1,1,0,-1
1,30,3,4,1919,1,1,4,2,0,3,3,30,1,1,2,3,1,0,0,-1
0,24,2,3,3345,0,4,4,2,0,2,1,39,2,0,1,3,1,1,0,-1
0,36,2,1,8335,4,4,3,2,0,4,3,47,2,2,1,2,1,0,0,-1
3,36,2,3,10974,0,0,4,1,0,2,2,26,2,1,2,3,1,1,0,-1
